Neighbor strategy,Num neighbors,Best Y,Num. iterations,Step,Time
create_multi_change_neighbors,2,73491.60554217163,1000000,10,0.035180091857910156
create_multi_change_neighbors,4,76487.98344605886,1000000,10,0.1039419174194336
create_multi_change_neighbors,8,85414.66809486298,1000000,10,1.2350420951843262
create_multi_change_neighbors,16,85234.1226403175,1000000,10,1.9036281108856201
create_multi_change_neighbors,32,85786.55202668179,1000000,10,6.6099467277526855
create_multi_change_neighbors,64,85867.27929940907,1000000,10,11.46656584739685
create_multi_change_neighbors,2,72363.6614911187,1000000,20,0.020795822143554688
create_multi_change_neighbors,4,84501.57718577201,1000000,20,0.21453118324279785
create_multi_change_neighbors,8,85372.5807938577,1000000,20,0.5907649993896484
create_multi_change_neighbors,16,84862.66809486295,1000000,20,0.622363805770874
create_multi_change_neighbors,32,85906.03533931225,1000000,20,3.508909225463867
create_multi_change_neighbors,64,85944.21715749406,1000000,20,8.087044954299927
create_multi_change_neighbors,2,75315.85029505314,1000000,40,0.021068096160888672
create_multi_change_neighbors,4,73296.33281489887,1000000,40,0.03499007225036621
create_multi_change_neighbors,8,84748.58079385772,1000000,40,0.2587430477142334
create_multi_change_neighbors,16,85180.58079385769,1000000,40,0.4542369842529297
create_multi_change_neighbors,32,85318.03533931225,1000000,40,1.2371251583099365
create_multi_change_neighbors,64,85200.21715749407,1000000,40,2.022329807281494
create_multi_change_neighbors,2,74365.71296854079,1000000,60,0.02095794677734375
create_multi_change_neighbors,4,71318.34113123902,1000000,60,0.02090620994567871
create_multi_change_neighbors,8,84460.58079385772,1000000,60,0.14698290824890137
create_multi_change_neighbors,16,84840.21715749407,1000000,60,0.28661513328552246
create_multi_change_neighbors,32,84925.30806658498,1000000,60,0.7917256355285645
create_multi_change_neighbors,64,84810.76261203954,1000000,60,1.806926965713501
create_multi_change_neighbors,2,79013.22585181733,1000000,80,0.020889759063720703
create_multi_change_neighbors,4,84667.16733751677,1000000,80,0.09096026420593262
create_multi_change_neighbors,8,85051.16733751676,1000000,80,0.1472797393798828
create_multi_change_neighbors,16,84684.62188297132,1000000,80,0.2879018783569336
create_multi_change_neighbors,32,85168.98551933495,1000000,80,0.6809971332550049
create_multi_change_neighbors,64,85295.5309738804,1000000,80,1.5786728858947754
create_multi_change_neighbors,2,76869.25617333157,1000000,100,0.020888090133666992
create_multi_change_neighbors,4,83004.42765397813,1000000,100,0.034787893295288086
create_multi_change_neighbors,8,84600.62188297135,1000000,100,0.1183009147644043
create_multi_change_neighbors,16,85091.53097388044,1000000,100,0.2859611511230469
create_multi_change_neighbors,32,84044.2582466077,1000000,100,0.3505570888519287
create_multi_change_neighbors,64,85806.07642842588,1000000,100,1.8013949394226074
create_multi_change_neighbors,2,72434.57058202781,10000000,10,0.027679920196533203
create_multi_change_neighbors,4,80252.763434273,10000000,10,0.15900492668151855
create_multi_change_neighbors,8,85114.0065721363,10000000,10,0.984105110168457
create_multi_change_neighbors,16,85327.94082213566,10000000,10,1.8490397930145264
create_multi_change_neighbors,32,85271.09748122725,10000000,10,3.033802032470703
create_multi_change_neighbors,64,85865.6429357727,10000000,10,10.126718759536743
create_multi_change_neighbors,2,79967.16784592338,10000000,20,0.04884815216064453
create_multi_change_neighbors,4,84476.48627668113,10000000,20,0.24570083618164062
create_multi_change_neighbors,8,85087.39536759022,10000000,20,0.3713719844818115
create_multi_change_neighbors,16,85728.21715749407,10000000,20,1.6339399814605713
create_multi_change_neighbors,32,85944.21715749407,10000000,20,3.7148070335388184
create_multi_change_neighbors,64,85943.12624840316,10000000,20,6.732831954956055
create_multi_change_neighbors,2,79074.31676090822,10000000,40,0.02779388427734375
create_multi_change_neighbors,4,84640.98551933495,10000000,40,0.13211917877197266
create_multi_change_neighbors,8,85032.21715749407,10000000,40,0.2577359676361084
create_multi_change_neighbors,16,85016.94443022134,10000000,40,0.45600104331970215
create_multi_change_neighbors,32,84844.58079385772,10000000,40,0.8207390308380127
create_multi_change_neighbors,64,84827.12624840318,10000000,40,1.3487200736999512
create_multi_change_neighbors,2,77693.44178808224,10000000,60,0.03510904312133789
create_multi_change_neighbors,4,80285.71330046884,10000000,60,0.0350489616394043
create_multi_change_neighbors,8,84568.58079385772,10000000,60,0.26027607917785645
create_multi_change_neighbors,16,84601.30806658498,10000000,60,0.23183107376098633
create_multi_change_neighbors,32,84496.5807938577,10000000,60,0.4567277431488037
create_multi_change_neighbors,64,84931.85352113046,10000000,60,1.436866044998169
create_multi_change_neighbors,2,84213.34915569858,10000000,80,0.042446136474609375
create_multi_change_neighbors,4,84471.82877087512,10000000,80,0.09626007080078125
create_multi_change_neighbors,8,85011.89461024404,10000000,80,0.21014904975891113
create_multi_change_neighbors,16,83929.71279206223,10000000,80,0.2550010681152344
create_multi_change_neighbors,32,85177.71279206223,10000000,80,0.6943628787994385
create_multi_change_neighbors,64,85051.16733751676,10000000,80,1.184603214263916
create_multi_change_neighbors,2,71318.34113123902,10000000,100,0.014480829238891602
create_multi_change_neighbors,4,80654.11975945377,10000000,100,0.04870891571044922
create_multi_change_neighbors,8,84944.2582466077,10000000,100,0.14928984642028809
create_multi_change_neighbors,16,84240.62188297135,10000000,100,0.17744922637939453
create_multi_change_neighbors,32,85800.62188297135,10000000,100,0.8325040340423584
create_multi_change_neighbors,64,85795.16733751679,10000000,100,1.849787950515747
