Neighbor strategy,Evaluation strategy,Best Y,Num neighbors,Num. iterations,Step,Time
create_one_change_neighbors,stochastic_selection_eval,84805.9408221357,16,10000,20,1.83148193359375
create_one_change_neighbors,stochastic_selection_eval,85903.85352113043,32,10000,20,6.821363925933838
create_one_change_neighbors,stochastic_selection_eval,85937.67170294862,64,10000,20,16.686161041259766
create_one_change_neighbors,stochastic_selection_eval,85342.66809486298,16,100000,20,2.739349842071533
create_one_change_neighbors,stochastic_selection_eval,85911.48988476681,32,100000,20,6.8192338943481445
create_one_change_neighbors,stochastic_selection_eval,85947.48988476681,64,100000,20,14.924462080001831
create_one_change_neighbors,stochastic_selection_eval,84766.66809486298,16,1000000,20,1.258725881576538
create_one_change_neighbors,stochastic_selection_eval,85943.12624840316,32,1000000,20,6.544981002807617
create_one_change_neighbors,stochastic_selection_eval,85939.85352113043,64,1000000,20,15.419126987457275
create_one_change_neighbors,stochastic_selection_eval,84246.3044584993,16,10000000,20,1.1412410736083984
create_one_change_neighbors,stochastic_selection_eval,85937.67170294862,32,10000000,20,7.664046049118042
create_one_change_neighbors,stochastic_selection_eval,85940.94443022134,64,10000000,20,14.405423164367676
create_exhaustive_neighbors,stochastic_selection_eval,85939.85352113043,16,10000,20,4.1371917724609375
create_exhaustive_neighbors,stochastic_selection_eval,85944.21715749406,32,10000,20,3.5528318881988525
create_exhaustive_neighbors,stochastic_selection_eval,85940.94443022134,64,10000,20,4.327279806137085
create_exhaustive_neighbors,stochastic_selection_eval,85942.03533931225,16,100000,20,3.7541937828063965
create_exhaustive_neighbors,stochastic_selection_eval,85942.03533931225,32,100000,20,4.723093032836914
create_exhaustive_neighbors,stochastic_selection_eval,85945.30806658498,64,100000,20,4.182768106460571
create_exhaustive_neighbors,stochastic_selection_eval,85938.76261203951,16,1000000,20,3.8166449069976807
create_exhaustive_neighbors,stochastic_selection_eval,85946.39897567588,32,1000000,20,3.934257745742798
create_exhaustive_neighbors,stochastic_selection_eval,85940.94443022134,64,1000000,20,3.8747200965881348
create_exhaustive_neighbors,stochastic_selection_eval,85944.21715749407,16,10000000,20,4.218092918395996
create_exhaustive_neighbors,stochastic_selection_eval,85939.85352113044,32,10000000,20,3.8432178497314453
create_exhaustive_neighbors,stochastic_selection_eval,85938.76261203951,64,10000000,20,3.6232309341430664
create_multi_change_neighbors,stochastic_selection_eval,84799.39536759024,16,10000,20,1.5233948230743408
create_multi_change_neighbors,stochastic_selection_eval,85945.30806658498,32,10000,20,6.885003089904785
create_multi_change_neighbors,stochastic_selection_eval,85946.39897567588,64,10000,20,15.239317893981934
create_multi_change_neighbors,stochastic_selection_eval,85270.66809486295,16,100000,20,1.809351921081543
create_multi_change_neighbors,stochastic_selection_eval,85946.3989756759,32,100000,20,6.390524864196777
create_multi_change_neighbors,stochastic_selection_eval,85946.39897567588,64,100000,20,12.830383062362671
create_multi_change_neighbors,stochastic_selection_eval,84791.75900395386,16,1000000,20,1.8818941116333008
create_multi_change_neighbors,stochastic_selection_eval,85944.21715749407,32,1000000,20,6.65149712562561
create_multi_change_neighbors,stochastic_selection_eval,85949.67170294862,64,1000000,20,12.8974609375
create_multi_change_neighbors,stochastic_selection_eval,84948.84991304477,16,10000000,20,1.03721284866333
create_multi_change_neighbors,stochastic_selection_eval,85937.67170294862,32,10000000,20,6.426801919937134
create_multi_change_neighbors,stochastic_selection_eval,85940.94443022134,64,10000000,20,13.75132703781128
