Neighbor strategy,Num neighbors,Best Y,Num. iterations,Step,Time
create_all_neighbors,8,84840.21715749407,10000000,60,0.4207160472869873
create_all_neighbors,16,84840.21715749407,10000000,60,0.42311978340148926
create_all_neighbors,32,84840.21715749407,10000000,60,0.4219539165496826
create_all_neighbors,64,84840.21715749407,10000000,60,0.42325806617736816
create_all_neighbors,2,85011.89461024404,10000000,80,0.3728010654449463
create_all_neighbors,4,85011.89461024404,10000000,80,0.3724479675292969
create_all_neighbors,8,85011.89461024404,10000000,80,0.3767390251159668
create_all_neighbors,16,85011.89461024404,10000000,80,0.37235212326049805
create_all_neighbors,32,85011.89461024404,10000000,80,0.37284398078918457
create_all_neighbors,64,85011.89461024404,10000000,80,0.373096227645874
create_all_neighbors,2,85249.71279206224,10000000,100,0.3208918571472168
create_all_neighbors,4,85249.71279206224,10000000,100,0.32106900215148926
create_all_neighbors,8,85249.71279206224,10000000,100,0.3200657367706299
create_all_neighbors,16,85249.71279206224,10000000,100,0.3196280002593994
create_all_neighbors,32,85249.71279206224,10000000,100,0.3202369213104248
create_all_neighbors,64,85249.71279206224,10000000,100,0.3206980228424072
